 
      1    500    280      1
    1  0.4816463E+01  0.1158814E+01 -0.9545454E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.8636364E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.7727273E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.6818182E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.5909091E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.5000000E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110652E+00
    1  0.4816463E+01  0.1158814E+01 -0.4090909E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.3181818E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.2272727E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.1363636E+01  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4816463E+01  0.1158814E+01 -0.4545455E+00  0.9876882E+00  0.1564352E+00  0.0000000E+00  0.7110659E+00
    1  0.4938821E+01  0.3862713E+00 -0.9545455E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.8636364E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.7727273E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.6818182E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.5909091E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.5000000E+01  0.9876884E+00  0.1564334E+00  0.0000000E+00  0.7110650E+00
    1  0.4938821E+01  0.3862713E+00 -0.4090910E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.3181818E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.2272727E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.1363636E+01  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4938821E+01  0.3862713E+00 -0.4545455E+00  0.9876885E+00  0.1564334E+00  0.0000000E+00  0.7110656E+00
    1  0.4222634E+01  0.2590466E+01 -0.9545454E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.8636364E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.7727273E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.6818182E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.5909091E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222635E+01  0.2590466E+01 -0.5000000E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110654E+00
    1  0.4222634E+01  0.2590466E+01 -0.4090909E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.3181818E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.2272727E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.1363636E+01  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4222634E+01  0.2590466E+01 -0.4545455E+00  0.8910064E+00  0.4539908E+00  0.0000000E+00  0.7110661E+00
    1  0.4577734E+01  0.1893545E+01 -0.9545455E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.8636364E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.7727273E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.6818182E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.5909090E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.5000000E+01  0.8910064E+00  0.4539907E+00  0.0000000E+00  0.7110646E+00
    1  0.4577734E+01  0.1893545E+01 -0.4090909E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.3181818E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.2272727E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.1363636E+01  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.4577734E+01  0.1893545E+01 -0.4545455E+00  0.8910065E+00  0.4539907E+00  0.0000000E+00  0.7110654E+00
    1  0.3215466E+01  0.3768545E+01 -0.9545455E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.8636364E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.7727273E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.6818182E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.5909091E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.5000000E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110652E+00
    1  0.3215466E+01  0.3768545E+01 -0.4090909E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.3181819E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.2272727E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.1363636E+01  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3215466E+01  0.3768545E+01 -0.4545455E+00  0.7071072E+00  0.7071064E+00  0.0000000E+00  0.7110660E+00
    1  0.3768545E+01  0.3215466E+01 -0.9545455E+01  0.7071064E+00  0.7071072E+00  0.0000000E+00  0.7110660E+00
    1  0.3768545E+01  0.3215466E+01 -0.8636364E+01  0.7071064E+00  0.7071072E+00  0.0000000E+00  0.7110660E+00
    1  0.3768545E+01  0.3215466E+01 -0.7727273E+01  0.7071064E+00  0.7071072E+00  0.0000000E+00  0.7110660E+00
