  2   1
     1  1.	0.	0.
     2  1.	-1.	0.
     3  1.	-1.	-1.
     4  1.	0.	-1.
     5  -1.	0.	0.
     6  -1.	-1.	0.
     7  -1.	-1.	-1.
     8  -1.	0.	-1.
     0  0.0000000E+00  0.0000000E+00  0.0000000E+00
      1      2     3	4
      8      7     6    5
      0      0     0    0
